## BEGIN HEADER,,,,,,,,,,,,
#,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
## Origin Section - more information in Metadata file or Oceans 2.0,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
"#SOURCE:   ""Ocean Networks Canada Data Archive""  / Citation Author",,,,,,,,,,,,
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site,,,,,,,,,,,,
"#HOME:     ""University of Victoria"," Canada""      / Citation Publication Location",,,,,,,,,,,
#FLDATE:    2019-03-09T04:59:41.472Z  / File Creation Date = Date for Citation,,,,,,,,,,,,
"#CITATION: ""Ocean Networks Canada Data Archive", http://www.oceannetworks.ca, ADCP 2 MHz data from 8-9 Mar 2019, University of Victoria, Canada," Downloaded on 9 Mar 2019""  / Citation Title",,,,,,,
#METADATF:  BarkleyCanyon_Axis_ADCP2MHz_20190308T045900Z_20190309T045850Z-NaN_CSV_META.pdf  / Metadata file name,,,,,,,,,,,,
#SEARCHID:  8493402                              / DMAS Search ID from Oceans2.0,,,,,,,,,,,,
#,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
## Location Section - more information in Metadata file or Oceans 2.0,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
#STNNAME:   OceanNetworksCanada-Pacific-NortheastPacificOcean-BarkleyCanyon-Axis  / Station Name ,,,,,,,,,,,,
#STNCODE:   BACAX                                / Station Code ,,,,,,,,,,,,
#LATITUDE:     48.316713                         / Latitude North,,,,,,,,,,,,
#LONGITUDE:  -126.050664                         / Longitude East,,,,,,,,,,,,
#DEPTH:       985.0                              / Depth (m),,,,,,,,,,,,
#,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
## Device Section - more information in Metadata file or Oceans 2.0,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
#DEVCAT: ADCP 2 MHz                              / Device Category,,,,,,,,,,,,
#DEVTOT:    1  / Total number of Device Deployments contributing to data,,,,,,,,,,,,
#,,,,,,,,,,,,
#DEPLDATE1: 2019-03-08T04:58:51.000Z             / Device 1 Deployment Date,,,,,,,,,,,,
"#DEVNAME1: ""Nortek Aquadopp HR-Profiler 2965""    / Device Name of Device 1",,,,,,,,,,,,
#DEVCODE1:  BC_POD1_AD2M                         / Device Code of Device 1,,,,,,,,,,,,
#DEVID1:    11302                                / Device ID of Device 1,,,,,,,,,,,,
#,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
## Data Section - more information in Metadata file or Oceans 2.0,,,,,,,,,,,,
##------------------------------------------------------------------------------,,,,,,,,,,,,
#DATEFROM:  2019-03-08T04:59:00.973Z             / Data Start Time,,,,,,,,,,,,
#DATETO:    2019-03-09T04:58:50.785Z             / Data End Time,,,,,,,,,,,,
#PERIODTOT: 1                                    / Number of Sample Periods,,,,,,,,,,,,
#PERIODST1: 2010-05-27T19:27:04.000Z             / Sample Period 1 Start Time,,,,,,,,,,,,
#PERIOD1:   10                                   / Sensor Sample Period 1 (s),,,,,,,,,,,,
"#RESAMPPRD: ""No resampling""                      / Resample Period (s)",,,,,,,,,,,,
"#RESAMPTYP: ""No resampling""                      / Resample Type",,,,,,,,,,,,
"#RESAMPMIN: ""No resampling""  / Minimum percent valid data per resample",,,,,,,,,,,,
"#RESAMPDCR: ""No resampling""                      / Resample Description",,,,,,,,,,,,
#TOTSAMPLE: 8640                                 / Samples in File,,,,,,,,,,,,
#TOTSMPEXP: 8639                                 / Samples expected,,,,,,,,,,,,
#DPOPTGAPS: NaN  / Data Gaps: NaN - Fill missing/bad data with NaNs (Not a Number) ,,,,,,,,,,,,
#DPOPTQC:   Raw  / Quality Control: Raw - All Data ,,,,,,,,,,,,
#QAREMARK:  None                                 / Quality Assurance Remarks,,,,,,,,,,,,
#,,,,,,,,,,,,
"#""QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good"," use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information.""",,,,,,,,,,,
"#""Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)"""," ""Magnetic Compass Heading (deg)"""," ""Magnetic Compass Heading QC Flag""  "," ""Pitch (deg)"""," ""Pitch QC Flag""  "," ""Pressure (decibar)"""," ""Pressure QC Flag""  "," ""Roll (deg)"""," ""Roll QC Flag""  "," ""Sound Speed (m/s)"""," ""Sound Speed QC Flag""  "," ""Temperature (C)"""," ""Temperature QC Flag""  "
## END HEADER,,,,,,,,,,,,
2019-03-08T04:59:00.973Z,10.2,0,1.7,1,989.5968968,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T04:59:10.972Z,10.3,0,1.7,1,989.5694382,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T04:59:20.971Z,10.5,0,1.7,1,989.5576702,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T04:59:30.971Z,10.2,0,1.7,1,989.6067035,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T04:59:40.971Z,10.3,0,1.7,1,989.5861095,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T04:59:50.971Z,10.1,0,1.7,1,989.6498527,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:00:00.972Z,10.2,0,1.7,1,989.5978775,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:00:10.972Z,10.3,0,1.7,1,989.6086648,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:00:20.972Z,10.3,0,1.7,1,989.5880708,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:00:30.972Z,10.1,0,1.7,1,989.5939548,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:00:40.973Z,10.1,0,1.7,1,989.5978775,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:00:50.972Z,10.3,0,1.7,1,989.6135681,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:01:00.972Z,10.3,0,1.7,1,989.6233748,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:01:10.971Z,10.2,0,1.7,1,989.5821868,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:01:20.971Z,10.3,0,1.7,1,989.6351428,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:01:30.971Z,10.1,0,1.7,1,989.5998388,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:01:40.971Z,10.2,0,1.7,1,989.6174908,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:01:50.970Z,10.4,0,1.7,1,989.6096455,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:02:00.970Z,10.2,0,1.7,1,989.6194521,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:02:10.969Z,10.1,0,1.7,1,989.6076841,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:02:20.970Z,10.2,0,1.7,1,989.6331814,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:02:30.970Z,10.2,0,1.7,1,989.6174908,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:02:40.971Z,10.1,0,1.7,1,989.6312201,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:02:50.971Z,10.3,0,1.7,1,989.6429881,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:00.969Z,10.1,0,1.7,1,989.5998388,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:10.969Z,10.1,0,1.7,1,989.6331814,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:20.969Z,10.1,0,1.7,1,989.6174908,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:30.969Z,10.2,0,1.7,1,989.6410267,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:40.970Z,10.5,0,1.7,1,989.6527947,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:03:50.969Z,10.2,0,1.7,1,989.6322008,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:04:00.970Z,10.2,0,1.7,1,989.6243554,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:04:10.969Z,10.2,0,1.7,1,989.6341621,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:04:20.969Z,10.2,0,1.7,1,989.6155295,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:04:30.970Z,10.3,0,1.7,1,989.6214134,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:04:40.969Z,10.1,0,1.7,1,989.6469107,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:04:50.968Z,10.1,0,1.7,1,989.6341621,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:05:00.968Z,10.2,0,1.7,1,989.6076841,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:05:10.969Z,10.2,0,1.7,1,989.6292588,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:05:20.968Z,10.3,0,1.7,1,989.6567174,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:05:30.968Z,10.1,0,1.7,1,989.6527947,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:05:40.967Z,10.3,0,1.7,1,989.6400461,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:05:50.967Z,10.2,0,1.7,1,989.6527947,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:06:00.968Z,10.1,0,1.7,1,989.6272974,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:06:10.967Z,10.2,0,1.7,1,989.5998388,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:06:20.967Z,10.3,0,1.7,1,989.6341621,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:06:30.967Z,10.2,0,1.7,1,989.6567174,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:06:40.971Z,10.2,0,1.7,1,989.678292,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:06:50.967Z,10.1,0,1.7,1,989.6420074,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:07:00.966Z,10.2,0,1.7,1,989.6518141,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:07:10.966Z,10.3,0,1.7,1,989.6714274,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:07:20.967Z,10.2,0,1.7,1,989.6498527,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:07:30.966Z,10.2,0,1.7,1,989.6518141,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:07:40.965Z,10.3,0,1.7,1,989.6645627,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:07:50.966Z,10.3,0,1.7,1,989.6596594,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:08:00.966Z,10.4,0,1.7,1,989.6449494,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:08:10.966Z,10.1,0,1.7,1,989.6410267,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:08:20.967Z,10.1,0,1.7,1,989.6557367,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:08:30.967Z,10.2,0,1.7,1,989.6469107,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:08:40.966Z,10.2,0,1.7,1,989.6596594,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:08:50.965Z,10.2,0,1.7,1,989.6949633,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:09:00.966Z,10.2,0,1.7,1,989.672408,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:09:10.966Z,10.4,0,1.7,1,989.6998666,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:09:20.965Z,10.3,0,1.7,1,989.710654,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:09:30.966Z,10.2,0,1.7,1,989.6969247,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:09:40.965Z,10.2,0,1.7,1,989.6998666,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:09:50.965Z,10.2,0,1.7,1,989.7194799,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:00.965Z,10.2,0,1.7,1,989.701828,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:10.965Z,10.2,0,1.7,1,989.693002,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:20.966Z,10.3,0,1.7,1,989.695944,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:30.965Z,10.3,0,1.7,1,989.7155573,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:40.965Z,10.2,0,1.7,1,989.6939827,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:10:50.965Z,10.1,0,1.7,1,989.6704467,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:11:00.965Z,10.1,0,1.7,1,989.6831953,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:11:10.964Z,10.1,0,1.7,1,989.6733887,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:11:20.963Z,10.1,0,1.7,1,989.678292,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:11:30.964Z,10.2,0,1.7,1,989.695944,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:11:40.964Z,10.5,0,1.7,1,989.67535,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:11:50.964Z,10.2,0,1.7,1,989.7214413,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:12:00.964Z,10.3,0,1.7,1,989.7243833,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:12:10.964Z,10.3,0,1.7,1,989.7243833,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:12:20.963Z,10.2,0,1.7,1,989.693002,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:12:30.963Z,10.2,0,1.7,1,989.7243833,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:12:40.963Z,10.2,0,1.7,1,989.7547839,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:12:50.964Z,10.3,0,1.7,1,989.6949633,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:13:00.963Z,10.2,0,1.7,1,989.7214413,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:13:10.962Z,10.1,0,1.7,1,989.681234,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:13:20.962Z,10.1,0,1.7,1,989.693002,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:13:30.962Z,10.2,0,1.7,1,989.710654,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:13:40.962Z,10.3,0,1.7,1,989.7283059,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:13:50.961Z,10.3,0,1.7,1,989.7341899,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:00.963Z,10.2,0,1.7,1,989.7067313,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:10.961Z,10.4,0,1.7,1,989.7194799,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:20.961Z,10.4,0,1.7,1,989.7214413,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:30.961Z,10.5,0,1.7,1,989.7126153,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:40.961Z,10.2,0,1.7,1,989.7302673,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:14:50.961Z,10.3,0,1.7,1,989.7214413,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:15:00.961Z,10.3,0,1.7,1,989.7577259,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:15:10.960Z,10.3,0,1.7,1,989.7400739,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:15:20.960Z,10.1,0,1.7,1,989.7616485,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:15:30.960Z,10.1,0,1.7,1,989.7116346,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:15:40.960Z,10.1,0,1.7,1,989.7665519,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:15:50.961Z,10.5,0,1.7,1,989.7763585,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:16:00.961Z,10.2,0,1.7,1,989.7381126,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:16:10.960Z,10.3,0,1.7,1,989.7734165,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:16:20.960Z,10.1,0,1.7,1,989.7488999,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:16:30.960Z,10.1,0,1.7,1,989.7685132,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:16:40.960Z,10.1,0,1.7,1,989.7577259,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:16:50.959Z,10.2,0,1.7,1,989.7430159,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:17:00.959Z,10.1,0,1.7,1,989.7587065,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:17:10.959Z,10.2,0,1.7,1,989.7685132,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:17:20.959Z,10.3,0,1.7,1,989.7508612,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:17:30.959Z,10.2,0,1.7,1,989.7577259,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:17:40.960Z,10.2,0,1.7,1,989.7410546,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:17:50.960Z,10.2,0,1.7,1,989.7783198,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:18:00.959Z,10.2,0,1.7,1,989.7665519,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:18:10.958Z,10.2,0,1.7,1,989.7724359,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:18:20.958Z,10.3,0,1.7,1,989.7694939,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:18:30.958Z,10.2,0,1.7,1,989.7587065,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:18:40.958Z,10.1,0,1.7,1,989.7420352,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:18:50.958Z,10.3,0,1.7,1,989.8057785,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:19:00.958Z,10.3,0,1.7,1,989.7900878,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:19:10.958Z,10.3,0,1.7,1,989.7547839,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:19:20.958Z,10.1,0,1.7,1,989.8106818,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:19:30.957Z,10.1,0,1.7,1,989.7685132,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:19:40.959Z,10.5,0,1.7,1,989.7753779,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:19:50.958Z,10.2,0,1.7,1,989.7861652,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:20:00.957Z,10.2,0,1.7,1,989.7626292,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:20:10.957Z,10.2,0,1.7,1,989.7694939,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:20:20.957Z,10.1,0,1.7,1,989.7900878,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:20:30.957Z,10.2,0,1.7,1,989.7596872,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:20:40.957Z,10.2,0,1.7,1,989.8038171,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:20:50.957Z,10.2,0,1.7,1,989.7753779,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:21:00.957Z,10.2,0,1.7,1,989.7694939,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:21:10.956Z,10.2,0,1.7,1,989.7655712,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:21:20.956Z,10.1,0,1.7,1,989.7930298,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:21:30.957Z,10.2,0,1.7,1,989.7734165,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:21:40.957Z,10.2,0,1.7,1,989.8067591,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:21:50.956Z,10.4,0,1.7,1,989.8018558,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:22:00.956Z,10.2,0,1.7,1,989.7959718,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:22:10.956Z,10.1,0,1.7,1,989.8116625,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:22:20.956Z,10.4,0,1.7,1,989.7881265,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:22:30.955Z,10.1,0,1.7,1,989.8047978,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:22:40.955Z,10.2,0,1.7,1,989.7989138,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:22:50.955Z,10.2,0,1.7,1,989.8146045,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:23:00.955Z,10.4,0,1.7,1,989.8077398,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:23:10.955Z,10.1,0,1.7,1,989.8165658,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:23:20.955Z,10.3,0,1.7,1,989.8253918,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:23:30.955Z,10.1,0,1.7,1,989.7959718,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:23:40.955Z,10.2,0,1.7,1,989.7910685,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:23:50.955Z,10.3,0,1.7,1,989.8283338,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:24:00.954Z,10.1,0,1.7,1,989.8322564,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:24:10.954Z,10.2,0,1.7,1,989.8008751,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:24:20.955Z,10.2,0,1.7,1,989.8067591,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:24:30.954Z,10.2,0,1.7,1,989.8018558,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:24:40.954Z,10.1,0,1.7,1,989.8234304,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:24:50.954Z,10.3,0,1.7,1,989.8067591,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:25:00.954Z,10.3,0,1.7,1,989.8018558,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:25:10.954Z,10.2,0,1.7,1,989.8391211,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:25:20.953Z,10.2,0,1.7,1,989.8332371,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:25:30.954Z,10.1,0,1.7,1,989.8322564,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:25:40.953Z,10.2,0,1.7,1,989.8538311,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:25:50.953Z,10.1,0,1.7,1,989.8342178,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:26:00.953Z,10.1,0,1.7,1,989.8459857,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:26:10.953Z,10.3,0,1.7,1,989.8204884,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:26:20.953Z,10.2,0,1.7,1,989.8410824,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:26:30.953Z,10.3,0,1.7,1,989.8479471,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:26:40.953Z,10.5,0,1.7,1,989.8420631,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:26:50.953Z,10.1,0,1.7,1,989.8077398,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:27:00.952Z,10.2,0,1.7,1,989.874425,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:27:10.952Z,10.3,0,1.7,1,989.8528504,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:27:20.954Z,10.3,0,1.7,1,989.8705024,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:27:30.953Z,10.2,0,1.7,1,989.8548117,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:27:40.952Z,10.2,0,1.7,1,989.8391211,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:27:50.952Z,10.2,0,1.7,1,989.8450051,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:28:00.952Z,10.3,0,1.7,1,989.8636377,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:28:10.952Z,10.2,0,1.7,1,989.8469664,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:28:20.951Z,10.2,0,1.7,1,989.8577537,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:28:30.951Z,10.2,0,1.7,1,989.8263724,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:28:40.951Z,10.2,0,1.7,1,989.8871737,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:28:50.951Z,10.3,0,1.7,1,989.8459857,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:29:00.951Z,10.3,0,1.7,1,989.8538311,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:29:10.951Z,10.1,0,1.7,1,989.874425,0,-1.1,1,1463.9,0,3.61,1
2019-03-08T05:29:20.952Z,10.3,0,1.7,1,989.8499084,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:29:30.952Z,10.3,0,1.7,1,989.8646184,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:29:40.950Z,10.1,0,1.7,1,989.8989416,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:29:50.950Z,10.2,0,1.7,1,989.8616764,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:30:00.950Z,10.4,0,1.7,1,989.8724637,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:30:10.950Z,10.3,0,1.7,1,989.8606957,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:30:20.951Z,10.2,0,1.7,1,989.7871458,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:30:30.950Z,10.3,0,1.7,1,989.8616764,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:30:40.950Z,10.5,0,1.7,1,989.8695217,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:30:50.950Z,10.1,0,1.7,1,989.8548117,0,-1.2,1,1463.9,0,3.61,1
2019-03-08T05:31:00.950Z,10.2,0,1.7,1,989.909729,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:31:10.950Z,10.4,0,1.7,1,989.8646184,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:31:20.951Z,10.1,0,1.7,1,989.8793283,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:31:30.949Z,10.1,0,1.7,1,989.8910963,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:31:40.949Z,10.1,0,1.7,1,989.892077,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:31:50.949Z,10.3,0,1.7,1,989.9058063,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:32:00.949Z,10.1,0,1.7,1,989.9313036,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:32:10.949Z,10.2,0,1.7,1,989.9058063,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:32:20.949Z,10.3,0,1.7,1,989.9214969,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:32:30.949Z,10.5,0,1.7,1,989.877367,0,-1.1,1,1463.9,0,3.62,1
2019-03-08T05:32:40.948Z,10.1,0,1.7,1,989.8754057,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:32:50.948Z,10.2,0,1.7,1,989.8734444,0,-1.2,1,1463.9,0,3.62,1
2019-03-08T05:33:00.948Z,10.3,0,1.7,1,989.8901157,0,-1.1,1,1463.9,0,3.62,1
